Pic ID,Date,Money Transfer Application,Digital Payments,Digital Payment Type,Amount,Official Deposit
37232,02-03-2022,1,1,Paypal,4316.0,
37239,02-03-2022,1,1,Zelle,0.0,
37242,02-03-2022,1,1,CashApp,0,
37248,02-03-2022,1,1,CashApp,3500.0,
37251,02-03-2022,1,1,CashApp,5000.0,
37288,02-03-2022,1,1,CashApp,1000.0,
37289,02-03-2022,1,1,Cashapp,2000.0,
37290,02-03-2022,1,1,Cashapp,3000.0,
37291,02-03-2022,1,1,paypal,1500.0,
37294,02-03-2022,1,1,CashApp,10013.83,
37296,02-03-2022,1,1,CashApp,9525.0,
37301,02-03-2022,1,1,CashApp,1200.0,
37304,02-03-2022,1,1,CashApp,5016.0,
37313,02-03-2022,1,1,CashApp,15000.0,
37376,02-03-2022,1,1,Cashapp,9218.55,
37382,02-03-2022,1,1,Cashapp,2000.0,
37383,02-03-2022,1,1,CashApp,14121.24,
37460,03-03-2022,1,1,CashApp,10322.12,
37502,03-03-2022,1,1,CashApp,20000.0,
37589,03-03-2022,1,1,CashApp,20834.11,
37590,03-03-2022,1,1,CashApp,23028.17,
37591,03-03-2022,1,1,CashApp,20834.11,
37592,03-03-2022,1,1,CashApp,2650.64,
37593,03-03-2022,1,1,CashApp,4060.0,
37594,03-03-2022,1,1,Cashapp,1000.0,
37595,03-03-2022,1,1,CashApp,4056.0,
37598,03-03-2022,1,1,CashApp,20832.98,
37599,03-03-2022,1,1,Cashapp,2000.0,
37600,03-03-2022,1,1,CashApp,1000.0,
37601,03-03-2022,1,1,Cashapp,3000.0,
37602,03-03-2022,1,1,CashApp,5972.0,
37604,03-03-2022,1,1,CashApp,10170.0,
37614,04-03-2022,1,1,CashApp,2000.0,
37615,04-03-2022,1,1,Cashapp,2000.0,
37616,04-03-2022,1,1,CashApp,4056.0,
37617,04-03-2022,1,1,CashApp,1500.0,
37618,04-03-2022,1,1,Cashapp,5000.0,
37619,04-03-2022,1,1,Cashapp,2800.0,
37620,04-03-2022,1,1,CashApp,600.0,
37621,04-03-2022,1,1,Cashapp,916.0,
37622,04-03-2022,1,1,CashApp,1500.0,
37624,04-03-2022,1,1,Cashapp,300.0,
37625,04-03-2022,1,1,CashApp,2000.0,
37626,04-03-2022,1,1,CashApp,4056.0,
37627,04-03-2022,1,1,Cashapp,1000.0,
37628,04-03-2022,1,1,CashApp,5019.0,
37651,04-03-2022,1,1,CashApp,8604.0,
37679,05-03-2022,1,1,CashApp,0,
37786,06-03-2022,1,1,CashApp,1000.0,
37849,06-03-2022,1,1,Bank of America App,5577.82,
37874,07-03-2022,1,1,CashApp,5590.0,
37877,07-03-2022,1,1,CashApp,1400.0,
37878,07-03-2022,1,1,CashApp,1400.0,
37899,07-03-2022,1,1,CashApp,10000.0,
37900,07-03-2022,1,1,CashApp,400.0,
37901,07-03-2022,1,1,CashApp,5242.26,
37902,07-03-2022,1,1,Cashapp,1000.0,
37903,07-03-2022,1,1,Cashapp,1000.0,
37904,07-03-2022,1,1,Cashapp,2000.0,
37905,07-03-2022,1,1,CashApp,9789.0,
37906,07-03-2022,1,1,CashApp,2000.0,
37908,07-03-2022,1,1,Paypal,700.0,
37927,07-03-2022,1,1,paypal,100.0,
37929,07-03-2022,1,1,CashApp,14600.0,
37969,07-03-2022,1,1,CashApp,5000.0,
37970,07-03-2022,1,1,CashApp,4000.0,
37984,07-03-2022,1,1,CashApp,5457.81,
37985,07-03-2022,1,1,CashApp,4857.15,
37986,07-03-2022,1,1,CashApp,2710.24,
37987,07-03-2022,1,1,CashApp,2840.72,
37988,07-03-2022,1,1,CashApp,2240.71,
37989,07-03-2022,1,1,CashApp,3560.08,
38073,08-03-2022,1,1,CashApp,2000.0,
380,01-03-2022,1,1,Coinbase,0.00009186 BTC,
38147,09-03-2022,1,1,CashApp,7061.85,
411,09-03-2022,1,1,paypal,0.0,
412,09-03-2022,1,1,paypal,0,
468,03-03-2022,1,1,CashApp,5000.0,
469,03-03-2022,1,1,CashApp,5010.96,
4978,21-03-2022,1,1,Paypal,4359.88,
5002,23-03-2022,1,1,Paypal,4359.88,
53256,21-03-2022,1,1,Paypal,2000.0,
53601,23-03-2022,1,1,CashApp,5019.0,
5438,12-03-2022,1,1,CashApp,44306.38,
5441,16-03-2022,1,1,Paypal,8900.0,
5450,21-03-2022,1,1,CashApp,0,
54683,27-03-2022,1,1,Zelle,70000.0,
55001,28-03-2022,1,1,CashApp,14000.0,
55495,29-03-2022,1,1,Coinbase,770.91,
55691,30-03-2022,1,1,coinbase,36900.0,
6259,21-03-2022,1,1,CashApp,8500.0,
6260,21-03-2022,1,1,CashApp,8500.0,
6261,21-03-2022,1,1,CashApp,14000.0,
6306,27-03-2022,1,1,Cashapp,5000.0,
6328,22-03-2022,1,1,CashApp,3500.0,
6329,22-03-2022,1,1,CashApp,2000.0,
6339,22-03-2022,1,1,CashApp,3000.0,
6352,28-03-2022,1,1,Cashapp,7000.0,
6361,28-03-2022,1,1,CashApp,1150.0,
6362,28-03-2022,1,1,CashApp,2100.0,
6407,30-03-2022,1,1,CashApp,1200.03,
7590,09-03-2022,1,1,CashApp,33686.86,
7591,15-03-2022,1,1,CashApp,33686.86,
7598,21-03-2022,1,1,Facebook Shop,250.0,
7683,02-03-2022,1,1,Paypal,5000.0,
7705,05-03-2022,1,1,Cashapp,3000.0,
7712,06-03-2022,1,1,Bank of America App,150.0,
7713,06-03-2022,1,1,CashApp,2700.0,
7715,07-03-2022,1,1,Paypal,500.0,
7840,15-03-2022,1,1,CashApp,15000.0,
7841,15-03-2022,1,1,paypal,2500.0,
8238,21-03-2022,1,1,CashApp,1500.0,
8358,21-03-2022,1,1,Cashapp,1000.0,
8359,21-03-2022,1,1,CashApp,2000.0,
8366,21-03-2022,1,1,CashApp,23050.0,
8635,30-03-2022,1,1,CashApp,1056.0,
8639,30-03-2022,1,1,CashApp,5000.0,
8708,02-03-2022,1,1,Paypal,11879.65,
8719,02-03-2022,1,1,Paypal,5000.0,
8723,02-03-2022,1,1,CashApp,3500.0,
8724,02-03-2022,1,1,CashApp,10650.11,
8733,03-03-2022,1,1,Paypal,1000.0,
8863,05-03-2022,1,1,CashApp,3105.9,
8932,06-03-2022,1,1,CashApp,4316.0,
8953,06-03-2022,1,1,Paypal,4316.0,
8988,07-03-2022,1,1,Zelle,2205.43,
9020,01-03-2022,1,1,CashApp,48701.0,
9021,01-03-2022,1,1,CashApp,39000.0,
9024,01-03-2022,1,1,CashApp,3262.1,
9026,08-03-2022,1,1,CashApp,10322.12,
9028,01-03-2022,1,1,CashApp,646.1,
9031,01-03-2022,1,1,CashApp,4000.0,
9045,01-03-2022,1,1,Coinbase,0.00009186 BTC,
9056,02-03-2022,1,1,CashApp,5000.0,
9069,02-03-2022,1,1,Cashapp,7200.0,
9070,02-03-2022,1,1,CashApp,5000.0,
9092,02-03-2022,1,1,CashApp,2635.0,
9107,03-03-2022,1,1,Coinbase,2000.0,
9119,05-03-2022,1,1,CashApp,32025.0,
9129,03-03-2022,1,1,Coinbase,78870.0,
9130,03-03-2022,1,1,Coinbase,23024.0,
9147,05-03-2022,1,1,CashApp,2380.0,
9152,05-03-2022,1,1,Coinbase,4000.0,
9153,05-03-2022,1,1,Coinbase,0.0814077 BTC,
9155,05-03-2022,1,1,Coinbase,2000.0,
9162,21-03-2022,1,1,CashApp,6660.37,
9164,21-03-2022,1,1,Paypal,1000.0,
9165,21-03-2022,1,1,CashApp,0,
9166,21-03-2022,1,1,Paypal,2500.0,
9167,21-03-2022,1,1,No type identified,0,
9168,06-03-2022,1,1,Coinbase,4000.0,
9169,06-03-2022,1,1,Coinbase,0.0814077 BTC,
9170,21-03-2022,1,1,CashApp,0,
9171,06-03-2022,1,1,Coinbase,2000.0,
9176,21-03-2022,1,1,CashApp,3965.62,
9180,21-03-2022,1,1,CashApp,20832.98,
9181,21-03-2022,1,1,CashApp,1533.31,
9185,21-03-2022,1,1,CashApp,20916.09,
9203,06-03-2022,1,1,CashApp,4000.0,
9208,06-03-2022,1,1,CashApp,10841.0,
9220,07-03-2022,1,1,Zelle,4763.43,
9236,11-03-2022,1,1,CashApp,20832.98,
9264,08-03-2022,1,1,CashApp,10000.0,
9269,08-03-2022,1,1,CashApp,2306.15,
9272,08-03-2022,1,1,CashApp,80542.0,
9290,09-03-2022,1,1,CashApp,4500.0,
9305,09-03-2022,1,1,CashApp,9321.0,
9324,21-03-2022,1,1,CashApp,3551.56,
9330,11-03-2022,1,1,CashApp,3189.19,
9331,11-03-2022,1,1,CashApp,5242.26,
9340,11-03-2022,1,1,CashApp,5000.0,
9345,11-03-2022,1,1,coinbase,42000.0,
9356,12-03-2022,1,1,paypal,12864.0,
9357,12-03-2022,1,1,CashApp,18333.0,
9404,21-03-2022,1,1,CashApp,110012.96,
9405,21-03-2022,1,1,CashApp,28802.98,
9415,15-03-2022,1,1,Paypal,9500.0,
9416,15-03-2022,1,1,Paypal,0,
9419,14-03-2022,1,1,CashApp,13550.55,
9423,15-03-2022,1,1,Paypal,0,
9424,15-03-2022,1,1,Paypal,9500.0,
9447,22-03-2022,1,1,CashApp,3965.62,
9448,22-03-2022,1,1,CashApp,20832.98,
9449,22-03-2022,1,1,CashApp,1533.31,
9466,16-03-2022,1,1,CashApp,3219.71,
9468,17-03-2022,1,1,paypal,2067.67,
9473,17-03-2022,1,1,Paypal,1361.04,
9481,17-03-2022,1,1,CashApp,13157.43,
9482,17-03-2022,1,1,paypal,34482.0,
9483,17-03-2022,1,1,Paypal,7373.56,
9493,22-03-2022,1,1,CashApp,994.71,
9497,17-03-2022,1,1,Facebook Shop,1146.96,
9508,18-03-2022,1,1,CashApp,3742.2,
9531,18-03-2022,1,1,CashApp,4167.6,
9544,19-03-2022,1,1,Paypal,4529.53,
9548,17-03-2022,1,1,CashApp,6614.54,
9552,19-03-2022,1,1,CashApp,2408.89,
9554,24-03-2022,1,1,CashApp,8604.0,
9555,24-03-2022,1,1,Cashapp,1000.0,
9556,24-03-2022,1,1,CashApp,2000.0,
9557,24-03-2022,1,1,CashApp,1500.0,
9559,24-03-2022,1,1,CashApp,9321.27,
9564,21-03-2022,1,1,CashApp,9321.0,
9573,21-03-2022,1,1,Paypal,7800.0,
9580,23-03-2022,1,1,CashApp,2306.15,
9581,23-03-2022,1,1,CashApp,3005.0,
9605,29-03-2022,1,1,Facebook Shop,5000.0,
9639,19-03-2022,1,1,CashApp,1400.0,
9640,19-03-2022,1,1,CashApp,1565.0,
9658,19-03-2022,1,1,Facebook Shop,1146.96,
9664,24-03-2022,1,1,Coinbase,10000.0,
9665,24-03-2022,1,1,Paypal,3200.0,
9687,24-03-2022,1,1,Paypal,248000.0,
9711,25-03-2022,1,1,CashApp,10584.95,
9764,28-03-2022,1,1,CashApp,99960.0,
9794,29-03-2022,1,1,CashApp,5000.0,
9842,30-03-2022,1,1,CashApp,10000.0,
